id_municipio_ibge,cluster_id,cluster_label
3507753,1,Desenvolvimento Avancado
3517406,0,Polos de Desenvolvimento
2408409,3,Vulneraveis
2310100,3,Vulneraveis
4302006,2,Em Desenvolvimento
4306205,1,Desenvolvimento Avancado
4314068,2,Em Desenvolvimento
3115805,1,Desenvolvimento Avancado
3503356,1,Desenvolvimento Avancado
3525706,0,Polos de Desenvolvimento
3549409,0,Polos de Desenvolvimento
2400604,3,Vulneraveis
2411205,3,Vulneraveis
2100808,4,Criticos
2103000,3,Vulneraveis
5208301,2,Em Desenvolvimento
2306504,3,Vulneraveis
2602803,4,Criticos
2610509,3,Vulneraveis
4109609,0,Polos de Desenvolvimento
4320404,1,Desenvolvimento Avancado
4208302,0,Polos de Desenvolvimento
4216800,2,Em Desenvolvimento
3106101,2,Em Desenvolvimento
3126802,3,Vulneraveis
3140407,2,Em Desenvolvimento
3169059,1,Desenvolvimento Avancado
3521606,1,Desenvolvimento Avancado
3532157,1,Desenvolvimento Avancado
3545407,1,Desenvolvimento Avancado
2703403,3,Vulneraveis
2311801,2,Em Desenvolvimento
2917508,2,Em Desenvolvimento
2920007,3,Vulneraveis
4102109,0,Polos de Desenvolvimento
4121208,2,Em Desenvolvimento
3101409,1,Desenvolvimento Avancado
3104601,1,Desenvolvimento Avancado
3543600,0,Polos de Desenvolvimento
2801504,2,Em Desenvolvimento
3300308,0,Polos de Desenvolvimento
2611903,3,Vulneraveis
2202208,2,Em Desenvolvimento
2901403,3,Vulneraveis
2910305,3,Vulneraveis
4317707,2,Em Desenvolvimento
4321402,2,Em Desenvolvimento
4212304,1,Desenvolvimento Avancado
3119500,3,Vulneraveis
3121605,2,Em Desenvolvimento
3536307,1,Desenvolvimento Avancado
3200169,2,Em Desenvolvimento
2409308,3,Vulneraveis
5213509,3,Vulneraveis
5216809,1,Desenvolvimento Avancado
2600302,3,Vulneraveis
2922102,4,Criticos
4118857,1,Desenvolvimento Avancado
4313607,2,Em Desenvolvimento
4210506,0,Polos de Desenvolvimento
3137403,2,Em Desenvolvimento
3158607,2,Em Desenvolvimento
3525854,1,Desenvolvimento Avancado
1101708,3,Vulneraveis
3201209,0,Polos de Desenvolvimento
5214861,2,Em Desenvolvimento
2300903,3,Vulneraveis
2407500,3,Vulneraveis
2208874,4,Criticos
2210706,3,Vulneraveis
2907400,3,Vulneraveis
4202578,1,Desenvolvimento Avancado
4204400,1,Desenvolvimento Avancado
3124005,2,Em Desenvolvimento
3145851,2,Em Desenvolvimento
3535606,0,Polos de Desenvolvimento
1507409,3,Vulneraveis
1718758,3,Vulneraveis
2111078,4,Criticos
2501104,3,Vulneraveis
2509396,3,Vulneraveis
2304236,4,Criticos
3104007,0,Polos de Desenvolvimento
3129103,2,Em Desenvolvimento
3133501,1,Desenvolvimento Avancado
3170503,2,Em Desenvolvimento
3523008,1,Desenvolvimento Avancado
1200104,3,Vulneraveis
1501956,4,Criticos
2405702,2,Em Desenvolvimento
5205307,4,Criticos
5209200,2,Em Desenvolvimento
2503407,3,Vulneraveis
2926004,3,Vulneraveis
2931905,4,Criticos
2932705,3,Vulneraveis
2933505,3,Vulneraveis
4123204,1,Desenvolvimento Avancado
3115102,1,Desenvolvimento Avancado
3140803,1,Desenvolvimento Avancado
3149408,3,Vulneraveis
3152402,3,Vulneraveis
3169356,0,Polos de Desenvolvimento
3550605,0,Polos de Desenvolvimento
3552700,1,Desenvolvimento Avancado
1302900,4,Criticos
3205150,2,Em Desenvolvimento
1714880,3,Vulneraveis
2301851,3,Vulneraveis
2304657,4,Criticos
2605004,3,Vulneraveis
2205854,4,Criticos
4113429,1,Desenvolvimento Avancado
4123501,0,Polos de Desenvolvimento
3122306,0,Polos de Desenvolvimento
3170305,3,Vulneraveis
3534906,1,Desenvolvimento Avancado
3553658,0,Polos de Desenvolvimento
3503505,1,Desenvolvimento Avancado
2802908,2,Em Desenvolvimento
1707306,2,Em Desenvolvimento
1707702,3,Vulneraveis
2109809,4,Criticos
5203401,2,Em Desenvolvimento
5210604,1,Desenvolvimento Avancado
2606309,3,Vulneraveis
2607307,4,Criticos
2209450,3,Vulneraveis
2918902,2,Em Desenvolvimento
4310306,0,Polos de Desenvolvimento
3517901,1,Desenvolvimento Avancado
1303007,4,Criticos
5008305,0,Polos de Desenvolvimento
1703602,2,Em Desenvolvimento
2104651,4,Criticos
3303401,0,Polos de Desenvolvimento
2601607,2,Em Desenvolvimento
2607703,3,Vulneraveis
2612208,2,Em Desenvolvimento
2906873,3,Vulneraveis
2910701,4,Criticos
2911808,4,Criticos
4106100,1,Desenvolvimento Avancado
4302303,2,Em Desenvolvimento
4318481,1,Desenvolvimento Avancado
3143500,1,Desenvolvimento Avancado
3170909,3,Vulneraveis
3510708,1,Desenvolvimento Avancado
3523206,2,Em Desenvolvimento
3535804,1,Desenvolvimento Avancado
3539707,1,Desenvolvimento Avancado
3543105,1,Desenvolvimento Avancado
3543709,1,Desenvolvimento Avancado
3202009,2,Em Desenvolvimento
3203353,1,Desenvolvimento Avancado
1501907,4,Criticos
1703842,4,Criticos
2407906,3,Vulneraveis
2106706,4,Criticos
5202502,2,Em Desenvolvimento
2602407,4,Criticos
4321006,0,Polos de Desenvolvimento
3126604,3,Vulneraveis
3500105,0,Polos de Desenvolvimento
2702603,4,Criticos
5000708,2,Em Desenvolvimento
2209351,3,Vulneraveis
2920106,3,Vulneraveis
4314001,0,Polos de Desenvolvimento
3501152,0,Polos de Desenvolvimento
3520608,0,Polos de Desenvolvimento
1710508,3,Vulneraveis
2307403,3,Vulneraveis
2311207,4,Criticos
2601201,2,Em Desenvolvimento
2913804,4,Criticos
2928406,3,Vulneraveis
4309126,2,Em Desenvolvimento
4202453,0,Polos de Desenvolvimento
4208955,1,Desenvolvimento Avancado
3106606,3,Vulneraveis
3148509,3,Vulneraveis
3162559,2,Em Desenvolvimento
3543907,0,Polos de Desenvolvimento
3503158,1,Desenvolvimento Avancado
2513000,3,Vulneraveis
2306801,3,Vulneraveis
2308377,4,Criticos
2607653,3,Vulneraveis
2210359,3,Vulneraveis
2931509,3,Vulneraveis
4102703,1,Desenvolvimento Avancado
4302253,0,Polos de Desenvolvimento
4308052,2,Em Desenvolvimento
3167301,2,Em Desenvolvimento
3538907,0,Polos de Desenvolvimento
3202256,1,Desenvolvimento Avancado
2701506,4,Criticos
3300407,0,Polos de Desenvolvimento
3301009,0,Polos de Desenvolvimento
2602704,3,Vulneraveis
2901007,3,Vulneraveis
4312054,1,Desenvolvimento Avancado
3106507,3,Vulneraveis
3500758,1,Desenvolvimento Avancado
3516002,1,Desenvolvimento Avancado
1100452,2,Em Desenvolvimento
2910800,2,Em Desenvolvimento
2925709,4,Criticos
4322343,1,Desenvolvimento Avancado
4323754,2,Em Desenvolvimento
4209607,1,Desenvolvimento Avancado
3101508,0,Polos de Desenvolvimento
3160108,2,Em Desenvolvimento
3501509,0,Polos de Desenvolvimento
1101401,3,Vulneraveis
5102850,2,Em Desenvolvimento
2704609,4,Criticos
1700350,2,Em Desenvolvimento
2508604,3,Vulneraveis
2512721,4,Criticos
2910206,3,Vulneraveis
2920700,4,Criticos
4112751,1,Desenvolvimento Avancado
4127502,2,Em Desenvolvimento
4213401,1,Desenvolvimento Avancado
3120904,2,Em Desenvolvimento
3127107,0,Polos de Desenvolvimento
3137908,2,Em Desenvolvimento
3152105,0,Polos de Desenvolvimento
3155108,3,Vulneraveis
3163706,0,Polos de Desenvolvimento
3534757,0,Polos de Desenvolvimento
3204252,2,Em Desenvolvimento
5107578,2,Em Desenvolvimento
1501600,4,Criticos
1502954,4,Criticos
1503507,4,Criticos
5007554,2,Em Desenvolvimento
3303104,0,Polos de Desenvolvimento
4107504,1,Desenvolvimento Avancado
3111002,2,Em Desenvolvimento
3509254,2,Em Desenvolvimento
3533601,0,Polos de Desenvolvimento
2412401,1,Desenvolvimento Avancado
2412807,3,Vulneraveis
2107605,4,Criticos
2111805,4,Criticos
2503555,4,Criticos
2504801,3,Vulneraveis
2510709,3,Vulneraveis
2602605,3,Vulneraveis
4312757,0,Polos de Desenvolvimento
3105905,1,Desenvolvimento Avancado
3500808,1,Desenvolvimento Avancado
3508900,1,Desenvolvimento Avancado
3554508,0,Polos de Desenvolvimento
1300904,4,Criticos
2300101,3,Vulneraveis
2209708,3,Vulneraveis
2907004,4,Criticos
2918506,3,Vulneraveis
2928505,3,Vulneraveis
2929503,2,Em Desenvolvimento
4300604,1,Desenvolvimento Avancado
3141900,2,Em Desenvolvimento
3144672,3,Vulneraveis
3110004,1,Desenvolvimento Avancado
3522109,0,Polos de Desenvolvimento
3503901,0,Polos de Desenvolvimento
3552502,1,Desenvolvimento Avancado
3550308,0,Polos de Desenvolvimento
3552809,1,Desenvolvimento Avancado
1303809,4,Criticos
3205002,1,Desenvolvimento Avancado
5107743,2,Em Desenvolvimento
1503077,4,Criticos
5000906,2,Em Desenvolvimento
2102507,4,Criticos
5203906,1,Desenvolvimento Avancado
5218607,1,Desenvolvimento Avancado
2609402,2,Em Desenvolvimento
2611606,0,Polos de Desenvolvimento
2204204,3,Vulneraveis
2922052,3,Vulneraveis
4123808,1,Desenvolvimento Avancado
4312252,2,Em Desenvolvimento
3168705,0,Polos de Desenvolvimento
3533700,1,Desenvolvimento Avancado
3545803,1,Desenvolvimento Avancado
3552403,1,Desenvolvimento Avancado
3205200,0,Polos de Desenvolvimento
5105903,1,Desenvolvimento Avancado
2707701,2,Em Desenvolvimento
1501204,4,Criticos
1718899,2,Em Desenvolvimento
3300803,2,Em Desenvolvimento
5212105,2,Em Desenvolvimento
5218003,0,Polos de Desenvolvimento
2501203,3,Vulneraveis
2505402,3,Vulneraveis
2206209,4,Criticos
2918100,4,Criticos
4125407,2,Em Desenvolvimento
4312302,0,Polos de Desenvolvimento
4216602,0,Polos de Desenvolvimento
3106408,2,Em Desenvolvimento
3144003,2,Em Desenvolvimento
3145000,2,Em Desenvolvimento
3527900,1,Desenvolvimento Avancado
3512803,1,Desenvolvimento Avancado
5107859,2,Em Desenvolvimento
1502400,2,Em Desenvolvimento
5007976,2,Em Desenvolvimento
2412005,2,Em Desenvolvimento
2111003,4,Criticos
3302270,2,Em Desenvolvimento
5218052,1,Desenvolvimento Avancado
5219100,1,Desenvolvimento Avancado
4203402,2,Em Desenvolvimento
4206702,0,Polos de Desenvolvimento
3163409,2,Em Desenvolvimento
3502903,0,Polos de Desenvolvimento
3515657,1,Desenvolvimento Avancado
3528403,1,Desenvolvimento Avancado
2703700,3,Vulneraveis
1500800,0,Polos de Desenvolvimento
2404606,4,Criticos
2410405,4,Criticos
2508000,3,Vulneraveis
2513604,3,Vulneraveis
2304285,0,Polos de Desenvolvimento
2309706,2,Em Desenvolvimento
2606200,2,Em Desenvolvimento
2606804,2,Em Desenvolvimento
2923704,3,Vulneraveis
4101200,2,Em Desenvolvimento
4207106,1,Desenvolvimento Avancado
4214706,1,Desenvolvimento Avancado
3112000,2,Em Desenvolvimento
3118908,2,Em Desenvolvimento
3147402,1,Desenvolvimento Avancado
3526605,0,Polos de Desenvolvimento
1100262,2,Em Desenvolvimento
3201506,0,Polos de Desenvolvimento
5105309,2,Em Desenvolvimento
2702553,4,Criticos
2704906,3,Vulneraveis
2402006,0,Polos de Desenvolvimento
2101707,4,Criticos
2102374,4,Criticos
2112209,2,Em Desenvolvimento
5200050,1,Desenvolvimento Avancado
2613701,2,Em Desenvolvimento
2202133,3,Vulneraveis
2205102,3,Vulneraveis
4100806,2,Em Desenvolvimento
4106555,2,Em Desenvolvimento
4318507,2,Em Desenvolvimento
3107703,2,Em Desenvolvimento
3117207,2,Em Desenvolvimento
3553500,2,Em Desenvolvimento
1703909,2,Em Desenvolvimento
1714302,3,Vulneraveis
2502201,3,Vulneraveis
2306256,3,Vulneraveis
2205409,4,Criticos
4119657,1,Desenvolvimento Avancado
4305207,0,Polos de Desenvolvimento
4306957,1,Desenvolvimento Avancado
4312443,1,Desenvolvimento Avancado
3126901,2,Em Desenvolvimento
3537305,0,Polos de Desenvolvimento
1507003,3,Vulneraveis
1720309,4,Criticos
5221403,1,Desenvolvimento Avancado
2503704,2,Em Desenvolvimento
2300408,4,Criticos
2300606,3,Vulneraveis
2302057,4,Criticos
2202539,4,Criticos
4104501,1,Desenvolvimento Avancado
4205308,0,Polos de Desenvolvimento
3129608,3,Vulneraveis
3150208,2,Em Desenvolvimento
3125507,3,Vulneraveis
1300706,4,Criticos
5100805,2,Em Desenvolvimento
5101605,3,Vulneraveis
2709004,4,Criticos
1502756,3,Vulneraveis
1503002,4,Criticos
2106409,4,Criticos
5203939,2,Em Desenvolvimento
2201507,4,Criticos
4312450,2,Em Desenvolvimento
4215653,1,Desenvolvimento Avancado
3129400,2,Em Desenvolvimento
3550209,0,Polos de Desenvolvimento
3550803,1,Desenvolvimento Avancado
1100700,4,Criticos
5208905,0,Polos de Desenvolvimento
2205953,3,Vulneraveis
4313375,1,Desenvolvimento Avancado
3130309,1,Desenvolvimento Avancado
1101203,2,Em Desenvolvimento
1200708,3,Vulneraveis
2701357,3,Vulneraveis
2413409,3,Vulneraveis
2510600,3,Vulneraveis
2924603,3,Vulneraveis
4119301,2,Em Desenvolvimento
4208401,0,Polos de Desenvolvimento
4218707,0,Polos de Desenvolvimento
3116902,2,Em Desenvolvimento
3120201,2,Em Desenvolvimento
3149952,3,Vulneraveis
3155009,2,Em Desenvolvimento
3538501,0,Polos de Desenvolvimento
1101468,2,Em Desenvolvimento
5103361,2,Em Desenvolvimento
2408201,3,Vulneraveis
5216304,1,Desenvolvimento Avancado
2517209,3,Vulneraveis
2301257,3,Vulneraveis
2907905,3,Vulneraveis
4127304,1,Desenvolvimento Avancado
4303202,2,Em Desenvolvimento
4306072,2,Em Desenvolvimento
3107208,2,Em Desenvolvimento
5219803,4,Criticos
5221502,2,Em Desenvolvimento
2515708,3,Vulneraveis
2904050,3,Vulneraveis
2908705,3,Vulneraveis
4116208,2,Em Desenvolvimento
4308102,1,Desenvolvimento Avancado
3103207,1,Desenvolvimento Avancado
3134707,3,Vulneraveis
3527603,1,Desenvolvimento Avancado
3528908,1,Desenvolvimento Avancado
3535903,1,Desenvolvimento Avancado
3536505,0,Polos de Desenvolvimento
1100908,2,Em Desenvolvimento
1400308,2,Em Desenvolvimento
1302207,4,Criticos
3201704,2,Em Desenvolvimento
5108055,2,Em Desenvolvimento
2105351,4,Criticos
2108900,4,Criticos
2504306,2,Em Desenvolvimento
2514800,3,Vulneraveis
2308203,3,Vulneraveis
2616209,3,Vulneraveis
4300802,0,Polos de Desenvolvimento
4305801,0,Polos de Desenvolvimento
4307864,1,Desenvolvimento Avancado
3138906,3,Vulneraveis
3145059,3,Vulneraveis
3506102,0,Polos de Desenvolvimento
3517109,0,Polos de Desenvolvimento
3556008,0,Polos de Desenvolvimento
5005806,2,Em Desenvolvimento
2415008,3,Vulneraveis
2102358,4,Criticos
2111722,4,Criticos
2508109,3,Vulneraveis
2304608,3,Vulneraveis
2609006,3,Vulneraveis
2209401,3,Vulneraveis
2916856,3,Vulneraveis
4309050,1,Desenvolvimento Avancado
4202503,2,Em Desenvolvimento
4210001,0,Polos de Desenvolvimento
4211801,0,Polos de Desenvolvimento
3101607,0,Polos de Desenvolvimento
3171501,3,Vulneraveis
3109006,0,Polos de Desenvolvimento
3541208,0,Polos de Desenvolvimento
2707404,4,Criticos
2708501,4,Criticos
2103752,3,Vulneraveis
5216452,2,Em Desenvolvimento
2609709,3,Vulneraveis
4110409,1,Desenvolvimento Avancado
4308300,2,Em Desenvolvimento
4204301,0,Polos de Desenvolvimento
3135803,3,Vulneraveis
3165602,2,Em Desenvolvimento
1100080,3,Vulneraveis
5107297,2,Em Desenvolvimento
2705101,3,Vulneraveis
1711506,2,Em Desenvolvimento
1711951,4,Criticos
2402303,3,Vulneraveis
2404705,3,Vulneraveis
2312908,2,Em Desenvolvimento
2910602,3,Vulneraveis
2913606,2,Em Desenvolvimento
2930774,3,Vulneraveis
2932457,4,Criticos
4112900,2,Em Desenvolvimento
4310652,2,Em Desenvolvimento
3157302,2,Em Desenvolvimento
3505807,1,Desenvolvimento Avancado
3530805,0,Polos de Desenvolvimento
3503802,0,Polos de Desenvolvimento
2708907,2,Em Desenvolvimento
2406155,3,Vulneraveis
2308609,3,Vulneraveis
2210102,4,Criticos
3549953,1,Desenvolvimento Avancado
2700409,4,Criticos
1701002,2,Em Desenvolvimento
2406601,3,Vulneraveis
2413607,3,Vulneraveis
4101051,1,Desenvolvimento Avancado
4111407,2,Em Desenvolvimento
4301057,0,Polos de Desenvolvimento
3101706,2,Em Desenvolvimento
3108602,2,Em Desenvolvimento
5103700,1,Desenvolvimento Avancado
1500305,4,Criticos
5001102,2,Em Desenvolvimento
3304805,1,Desenvolvimento Avancado
2509602,3,Vulneraveis
2928109,3,Vulneraveis
3116001,2,Em Desenvolvimento
3123809,2,Em Desenvolvimento
3148806,3,Vulneraveis
3509403,1,Desenvolvimento Avancado
3200300,1,Desenvolvimento Avancado
5103379,3,Vulneraveis
2707305,3,Vulneraveis
1506112,4,Criticos
2103554,4,Criticos
2510659,3,Vulneraveis
4109005,1,Desenvolvimento Avancado
4112702,1,Desenvolvimento Avancado
4113304,2,Em Desenvolvimento
4125357,1,Desenvolvimento Avancado
4314076,1,Desenvolvimento Avancado
4323101,2,Em Desenvolvimento
3153905,0,Polos de Desenvolvimento
3539301,0,Polos de Desenvolvimento
5107750,2,Em Desenvolvimento
2803609,3,Vulneraveis
2101905,4,Criticos
3301207,1,Desenvolvimento Avancado
3302056,1,Desenvolvimento Avancado
5220702,3,Vulneraveis
2204709,3,Vulneraveis
4103404,1,Desenvolvimento Avancado
4317806,0,Polos de Desenvolvimento
4321436,1,Desenvolvimento Avancado
2700508,4,Criticos
1504307,4,Criticos
1704600,2,Em Desenvolvimento
5220603,2,Em Desenvolvimento
2515005,4,Criticos
2308500,3,Vulneraveis
2603801,4,Criticos
2612703,3,Vulneraveis
2612901,4,Criticos
4307559,0,Polos de Desenvolvimento
3157658,3,Vulneraveis
1400704,4,Criticos
3203205,0,Polos de Desenvolvimento
2103703,4,Criticos
2507002,3,Vulneraveis
2204006,4,Criticos
4210704,2,Em Desenvolvimento
3128105,1,Desenvolvimento Avancado
3138674,3,Vulneraveis
3541802,1,Desenvolvimento Avancado
1718840,2,Em Desenvolvimento
2205540,3,Vulneraveis
4103057,2,Em Desenvolvimento
4107520,1,Desenvolvimento Avancado
1600253,4,Criticos
5200308,2,Em Desenvolvimento
2502607,3,Vulneraveis
2604205,3,Vulneraveis
2201051,4,Criticos
2209005,3,Vulneraveis
2907806,3,Vulneraveis
2912103,3,Vulneraveis
2914703,3,Vulneraveis
4122404,0,Polos de Desenvolvimento
4312955,0,Polos de Desenvolvimento
4319158,2,Em Desenvolvimento
4209151,1,Desenvolvimento Avancado
3108305,1,Desenvolvimento Avancado
2807006,3,Vulneraveis
2104503,4,Criticos
2106805,3,Vulneraveis
5203203,1,Desenvolvimento Avancado
5212055,2,Em Desenvolvimento
5217708,2,Em Desenvolvimento
5203609,1,Desenvolvimento Avancado
4305132,1,Desenvolvimento Avancado
4306973,1,Desenvolvimento Avancado
4322558,1,Desenvolvimento Avancado
3533809,1,Desenvolvimento Avancado
2701100,4,Criticos
1501758,4,Criticos
2410504,3,Vulneraveis
2110658,4,Criticos
2503605,3,Vulneraveis
2514909,2,Em Desenvolvimento
2202075,3,Vulneraveis
2203420,4,Criticos
2206720,3,Vulneraveis
4305587,0,Polos de Desenvolvimento
3521507,1,Desenvolvimento Avancado
1100130,3,Vulneraveis
1101609,3,Vulneraveis
1400027,4,Criticos
5006200,0,Polos de Desenvolvimento
1703107,2,Em Desenvolvimento
2306553,3,Vulneraveis
2904407,4,Criticos
2905404,3,Vulneraveis
2924801,3,Vulneraveis
4308904,0,Polos de Desenvolvimento
3144508,2,Em Desenvolvimento
3100609,3,Vulneraveis
3515509,0,Polos de Desenvolvimento
3550407,0,Polos de Desenvolvimento
3553104,1,Desenvolvimento Avancado
3519055,0,Polos de Desenvolvimento
2702900,4,Criticos
1506195,4,Criticos
5007802,2,Em Desenvolvimento
1709302,0,Polos de Desenvolvimento
3301876,0,Polos de Desenvolvimento
5212907,1,Desenvolvimento Avancado
2308906,3,Vulneraveis
2601300,3,Vulneraveis
4320677,2,Em Desenvolvimento
4317608,1,Desenvolvimento Avancado
3547601,0,Polos de Desenvolvimento
2700706,3,Vulneraveis
1715150,2,Em Desenvolvimento
2303808,3,Vulneraveis
2303907,3,Vulneraveis
2209302,3,Vulneraveis
2916203,3,Vulneraveis
4103800,1,Desenvolvimento Avancado
4106704,1,Desenvolvimento Avancado
4308607,0,Polos de Desenvolvimento
3105301,1,Desenvolvimento Avancado
3111804,0,Polos de Desenvolvimento
3114709,1,Desenvolvimento Avancado
3155603,3,Vulneraveis
3527504,0,Polos de Desenvolvimento
3548104,1,Desenvolvimento Avancado
1302009,3,Vulneraveis
5106174,3,Vulneraveis
2111029,4,Criticos
2200707,3,Vulneraveis
2203453,4,Criticos
2927101,3,Vulneraveis
4119103,1,Desenvolvimento Avancado
4322509,0,Polos de Desenvolvimento
3116407,1,Desenvolvimento Avancado
3136108,3,Vulneraveis
3516101,1,Desenvolvimento Avancado
2708303,3,Vulneraveis
5005004,0,Polos de Desenvolvimento
5213004,2,Em Desenvolvimento
2616001,3,Vulneraveis
2202778,3,Vulneraveis
2906105,3,Vulneraveis
2918456,4,Criticos
2925303,2,Em Desenvolvimento
2928208,3,Vulneraveis
4101655,2,Em Desenvolvimento
4128302,1,Desenvolvimento Avancado
4307302,2,Em Desenvolvimento
4308706,1,Desenvolvimento Avancado
4310538,0,Polos de Desenvolvimento
4314100,0,Polos de Desenvolvimento
4216404,1,Desenvolvimento Avancado
4217253,1,Desenvolvimento Avancado
3122355,3,Vulneraveis
3146206,3,Vulneraveis
3164902,1,Desenvolvimento Avancado
3557303,1,Desenvolvimento Avancado
3533106,1,Desenvolvimento Avancado
3535309,0,Polos de Desenvolvimento
1100940,3,Vulneraveis
1100304,0,Polos de Desenvolvimento
2701001,3,Vulneraveis
5203104,3,Vulneraveis
5214101,2,Em Desenvolvimento
2515807,3,Vulneraveis
2301703,3,Vulneraveis
4300901,0,Polos de Desenvolvimento
4315321,2,Em Desenvolvimento
1100924,2,Em Desenvolvimento
2405801,3,Vulneraveis
2408003,0,Polos de Desenvolvimento
2302008,3,Vulneraveis
2302800,3,Vulneraveis
2607000,4,Criticos
2615607,3,Vulneraveis
2201988,4,Criticos
2202505,4,Criticos
2202802,3,Vulneraveis
2205904,3,Vulneraveis
2906402,3,Vulneraveis
2916005,2,Em Desenvolvimento
4103701,1,Desenvolvimento Avancado
4109658,2,Em Desenvolvimento
4120002,1,Desenvolvimento Avancado
4207700,1,Desenvolvimento Avancado
3155801,1,Desenvolvimento Avancado
3160454,4,Criticos
3170107,0,Polos de Desenvolvimento
5106778,2,Em Desenvolvimento
5210307,1,Desenvolvimento Avancado
5220108,0,Polos de Desenvolvimento
2512200,3,Vulneraveis
2905602,4,Criticos
2918209,3,Vulneraveis
2921708,3,Vulneraveis
2924504,3,Vulneraveis
2932408,3,Vulneraveis
4309506,1,Desenvolvimento Avancado
4320859,1,Desenvolvimento Avancado
3525607,1,Desenvolvimento Avancado
3538709,0,Polos de Desenvolvimento
3554904,1,Desenvolvimento Avancado
1718303,4,Criticos
2412609,3,Vulneraveis
2208106,4,Criticos
4106571,0,Polos de Desenvolvimento
4310876,2,Em Desenvolvimento
4317004,2,Em Desenvolvimento
4216503,2,Em Desenvolvimento
3524204,1,Desenvolvimento Avancado
3551405,2,Em Desenvolvimento
2510501,3,Vulneraveis
2304103,3,Vulneraveis
2929370,3,Vulneraveis
4122156,2,Em Desenvolvimento
4303673,1,Desenvolvimento Avancado
4206652,1,Desenvolvimento Avancado
4207205,2,Em Desenvolvimento
4218855,1,Desenvolvimento Avancado
3113107,3,Vulneraveis
3127206,2,Em Desenvolvimento
3129004,1,Desenvolvimento Avancado
3148301,2,Em Desenvolvimento
3504800,0,Polos de Desenvolvimento
5002308,2,Em Desenvolvimento
1703891,4,Criticos
5200902,1,Desenvolvimento Avancado
5204003,2,Em Desenvolvimento
2504157,4,Criticos
2313005,3,Vulneraveis
2615409,2,Em Desenvolvimento
2909406,3,Vulneraveis
4202701,1,Desenvolvimento Avancado
4200606,1,Desenvolvimento Avancado
3101805,2,Em Desenvolvimento
3110103,2,Em Desenvolvimento
3113701,2,Em Desenvolvimento
3126752,3,Vulneraveis
3509304,1,Desenvolvimento Avancado
5106224,0,Polos de Desenvolvimento
2802502,2,Em Desenvolvimento
5007505,2,Em Desenvolvimento
1713304,2,Em Desenvolvimento
2413805,3,Vulneraveis
2108504,3,Vulneraveis
2307205,3,Vulneraveis
2602308,4,Criticos
2911600,3,Vulneraveis
2912608,4,Criticos
4110706,0,Polos de Desenvolvimento
4124301,1,Desenvolvimento Avancado
4126009,1,Desenvolvimento Avancado
4306700,1,Desenvolvimento Avancado
3143203,1,Desenvolvimento Avancado
3521705,2,Em Desenvolvimento
3546207,0,Polos de Desenvolvimento
1720259,3,Vulneraveis
2109403,4,Criticos
2301901,2,Em Desenvolvimento
2201556,4,Criticos
2209856,3,Vulneraveis
4304903,0,Polos de Desenvolvimento
4306320,2,Em Desenvolvimento
4314308,1,Desenvolvimento Avancado
4321626,1,Desenvolvimento Avancado
3104106,1,Desenvolvimento Avancado
3120805,2,Em Desenvolvimento
3152303,2,Em Desenvolvimento
3158300,1,Desenvolvimento Avancado
3506805,1,Desenvolvimento Avancado
5008404,1,Desenvolvimento Avancado
2509909,4,Criticos
2511202,3,Vulneraveis
2515906,4,Criticos
2306405,3,Vulneraveis
2605400,3,Vulneraveis
2901155,4,Criticos
4215554,1,Desenvolvimento Avancado
3132107,3,Vulneraveis
3140506,2,Em Desenvolvimento
2801009,3,Vulneraveis
1501451,4,Criticos
5220157,1,Desenvolvimento Avancado
2505279,4,Criticos
2505352,4,Criticos
2500700,3,Vulneraveis
2905156,4,Criticos
4127957,0,Polos de Desenvolvimento
4302154,2,Em Desenvolvimento
4306353,2,Em Desenvolvimento
3130408,1,Desenvolvimento Avancado
3158003,2,Em Desenvolvimento
3532702,1,Desenvolvimento Avancado
1400159,4,Criticos
1300805,4,Criticos
1507979,3,Vulneraveis
1715754,2,Em Desenvolvimento
2105922,4,Criticos
2509404,4,Criticos
2515609,3,Vulneraveis
2301802,3,Vulneraveis
2302107,3,Vulneraveis
2910008,4,Criticos
4317251,1,Desenvolvimento Avancado
3147501,2,Em Desenvolvimento
1304260,4,Criticos
1501303,2,Em Desenvolvimento
1507508,4,Criticos
1707652,2,Em Desenvolvimento
2103307,3,Vulneraveis
5200209,1,Desenvolvimento Avancado
2502508,3,Vulneraveis
2509701,2,Em Desenvolvimento
2918555,3,Vulneraveis
2932804,3,Vulneraveis
4300703,1,Desenvolvimento Avancado
4212106,0,Polos de Desenvolvimento
3107000,1,Desenvolvimento Avancado
3145703,2,Em Desenvolvimento
3544905,0,Polos de Desenvolvimento
2107704,3,Vulneraveis
3300100,0,Polos de Desenvolvimento
5221080,2,Em Desenvolvimento
2304905,3,Vulneraveis
2614303,3,Vulneraveis
4105607,1,Desenvolvimento Avancado
4108304,0,Polos de Desenvolvimento
4124004,2,Em Desenvolvimento
3119955,1,Desenvolvimento Avancado
3137700,2,Em Desenvolvimento
3144409,1,Desenvolvimento Avancado
3544202,1,Desenvolvimento Avancado
2706208,4,Criticos
2700607,2,Em Desenvolvimento
2108108,4,Criticos
2304459,3,Vulneraveis
2609907,4,Criticos
2908200,3,Vulneraveis
2926707,3,Vulneraveis
4127908,1,Desenvolvimento Avancado
4212254,1,Desenvolvimento Avancado
4217006,0,Polos de Desenvolvimento
